用户名,评分,游戏时长,评论
﻿心动的感觉,5E+00,,肝了两个小时，想来看下攻略，嗯?怎么一下掉分这么厉害?这还是我喜欢的，一直久久等待的游戏吗?拜托大家，我对着游戏的好感很足，足足瞪了快一年才公测，可不希望他这么快凉凉啊(大哭)想想这么好看的立绘，这么好看的时装，这么可爱的探幽，拜托给位大佬，不要那么心浮气躁，想想官方一直在为我们改游戏的体验，刚开始出现问题，也是可以原谅的是不是???只要问题解决了，我们一起体验啊😭官官在哪里啊，我只能帮到这里了，我们几个室友都叹息担心到极致了，为读太太，为r社祈福~~~
﻿妞妞✪,2E+00,,回档问题…第一次玩到了4级还是5级来着，退出去了一次，再打开，直接角色没有了，好吧，重新建，又玩到了4级5级，接了个电话拿外卖，再打开，角色又变成了第一次建的，副本才到1-2，服了，删了，等你们服务器稳定了我再玩吧，
﻿粥里有毒,2E+00,,一星给崽崽一星给白嫖补偿。肝的存档没了真的不想玩了。崽没了，开花没了，等级装备都没了。我枯了，也没见给个什么解释，一直就这样那玩个pp。晚上维修了 我的肝度回来了 我又回来了 说到做到 把我的进度还回来 我不仅玩还氪金。
﻿来点兔子,3E+00,1小时7分钟,请问我再一次进去之后为什么从一级开始了？？？剧情也全部重新开始，还有，我30块充的头像框呢？？？？***？
﻿叽里呱啦,2E+00,2小时12分钟,告辞，腾讯的满满氪金，还蓬莱玉，分免费和付费，要把笑死吗
﻿青舟,3E+00,17分钟,后台崩了，估计程序运行出现了关键性的bug，重点是，现在公司技术部门估计被骂的狗血淋头😂😂😂
﻿心如止水,4E+00,,官方总算意识到了问题所在，也敢于修正，承认错误并做出改变。但是服务器问题还是存在，需官方和玩家共同改变。官方建议出个意见回收，玩家也体谅一下，毕竟游戏人太多服务器崩溃，总不能不让人玩来改善服务器，整体感觉还是不错的，期待游戏后续改变。
﻿镜中人,1E+00,5小时35分钟,疯狂回档我的UR SSR 还有充的钱不解决能直接去投诉.jpg一加疯狂闪退体验极差
﻿汤神,5E+00,2小时59分钟,是这样的，我还能玩，并且觉得好玩，参加过几次内测，实在的感觉改好了很多。做游戏不容易，希望你们团队可以熬过这一关，拿出合理的方案解决当前问题。
﻿冰镇果汁,5E+00,,好了终于等到官方发补偿了我开始洗地在线等一把好友安Q名古屋 弥弥如果能把部分改回内测的时候就好了_______________________________________一开始冲着读太太来的 永测服体验不错画风很棒一见有版号立马安利给基友们50个🐧预抽没有一个ur我自己黑我也不说什么了今天一听说回档就一直耐心在外面等 等官方修复现在说只有12点前创号的有补偿我们这些就活该浪费时间在外面等了 几个🔔都扣扣索索成这样 今晚再看看 后面没补偿一星不改谢谢
﻿翎艺郁卡,4E+00,,回档了？我的德川光国没了？？？怎么回事？？？有客服吗？---------之后虽然降了2级，德川光国还是回档过来了，还能勉强接受，希望官方补偿能大方一点，毕竟刚开服，游戏是我很久以前就关注了，也非常喜欢，虽然不是怎么具有新意，但是立绘还是很棒的！！！现在评分掉了这么低我也是不想看到的，希望官方多补救！！
﻿未勉,4E+00,,给个四星吧   也许是我运气好   没有遇到出现在你们身上的各类问题   这款游戏  画风特别好看 要是打斗跟读白一样   原人物出现就更好了  玩了一个下午  直到打不过了才退出来    还不知道是不是氪金游戏  ssr概率还可以吧  第一次十连  一张ssr一张ur   第二次一张ssr  整体还行吧   希望后期能做的更好😂😂
﻿鸟飞尽叶随性,5E+00,,实事求是，这款游戏是我肝的时间最长的一款游戏。主要原因有三点：一是立绘、二是声优、三是体验。游戏的画风就不说了，r社和读太太的实力，算得上重量级的了。稍微提两点不足吧，其一是游戏的复杂程度，游戏的每一个元素玩法都有很多的细节要求，很多时候容易走弯路或者重复进行体验。其二是武士的分类太多，而且没有明显的显示，希望后期能够有所改变吧纵观这几次的更新，游戏是越做越好了，肝了这么久的游戏，算是有点小心得了，可以安心的等公测咧
﻿戒瘾ii,5E+00,,那个叫花江夏树的男人他声音好撩，我都不知道把op循环几遍了。那个叫芭蕉和岚雪的男人是真的撩，明着撩你，本少女这颗心啊，dokidoki的。然后，执剑几个著名的直男我也起，虽然他直但是也不讨厌。为了这么几个男人我是坚定给五星了然后就是其他养成系的玩法，擦头发啊擦嘴什么的算是一个创新，然后不知道为什么要取消戳一戳这个项目，养个男人不让碰听起来挺奇怪的？其他的没什么太大想法，就等着开测看男人了！
﻿是阿杳呀,2E+00,45分钟,闪退真的是没边了...一开始的闪退到现在完全小樱花进不去，我佛
﻿树懒、,2E+00,,是我在这个游戏里不配拥有姓名吗。。。为啥开头剧情都不让我过去
﻿Amm羽,3E+00,,我刚玩了，掉线两次，第二次登不上去了，所以我就来评价啦。还在跟着指引走 ，没看到太多内容，我暂时给人物和配音好评，网络不稳扣两星，抽卡还没抽不太知道概率。反正不管什么游戏再怎么好，连不上都是白搭，╯^╰哼
﻿中二如我,3E+00,6小时16分钟,我本来玩了两个小时没被回档，觉得还行，想要给五星拉拉分数，然后在我这么想的时候我被回档了QAQ
﻿手机用户41798587,3E+00,8分钟,剧情我都没走完，下载时候1个G结果画面应该只有100mb就够了吧，以为很高大上，唉，走人
﻿大茄子,4E+00,,中午醒来下午才开始玩，没碰到回档问题。立绘不错，最喜欢木雕少年的声音。爆率确实emmm但也有ur就不说啥了。泡温泉出来擦头发戳我萌点。除了羁绊有一点搞不懂外其他都挺好的，总之还不错吧。希望能继续改进。
﻿QQ用户10690463,5E+00,,我来改分了，东西回来了，有没有补偿无所谓，真的，东西回来就好。还给五星的原因很简单，因为游戏本身的确是一个好游戏！/////////////////////////以下是之前的评论////////////////////我想打0分，为什么？因为我觉得如果一个游戏老是回档还不能给玩家一个交代，你这个游戏基本就可以凉凉了！我下午退游戏时候16级，段位3，一个Ur四个ssr，刚刚再登上去，变成14级，段位1，ur德川光国没了！我现在怀疑你们是故意的！
﻿Lancelot,3E+00,,出场角色介绍界面莫名模糊不清晰，感觉就是直接把立绘拉大。对话时角色的动作让人觉得很出戏。语言和表情动作完全对不上。有几个人物（特别是布都御魂和松尾芭蕉）的姿态变扭难受。
﻿柒十二,1E+00,,屎一样的补偿，回档两次，第一次回档使我失去了两个ssr，第二次回档让我用了的cdk全部报废，内测冲反也没了，不能再领取了，人物等级升升降降，很好玩是吧。商城刷出来的铃铛也没了，第二次的十连出来的ur也没了，我怀疑游戏是不是看我太欧了所以针对我？
﻿万次百人斩,5E+00,,打五星不是拖 除了昨天的无限月读有些无能狂怒以外 我觉得还ok👌官方至少给了一个态度并且体力贞德不够用啊亲！！不舍的用蓬莱玉去买内60体力前两次还能接受！暂且五星，看日后怎么样吧。还有上次氪金返利是公测才给吗。
﻿cheater、,3E+00,1小时36分钟,有点生气，本来刚刚攒了一发十连然后就出了金，结果刚抽完就掉了，重连回去居然回档了，结果再次攒够十连，这次没出金，很无奈。
﻿青,3E+00,,回档这玩意太恐怖了，我寻思我打了三次新手教程，真的累，而且第二次我输名字还输错了，一回档我又给它改回去了哈哈哈哈哈哈，讲实话我不是很喜欢这种一个人物分R，SR，SSR的，希望问题早点解决吧。（至少我终于没再被回档了。）
﻿ドキドキ,3E+00,2小时41分钟,之前玩着玩着回档了，然后等级到了剧情依旧是锁着的???那我岂不是要被卡一辈子?
﻿空明兮,4E+00,,先给个五星说一下初步游戏体验 刚刚开始玩声优立绘没的说 在目前的同类游戏里绝对可以玩法上 我知道的相同战斗系统的是克鲁赛德战记习惯了也不觉得无聊 因为同类型游戏可能更无聊概率问题开局送一个ssr 目前30连1ur 2ssr 欧不欧的也不能强求 明日方舟我已经70连没六星 我:（脏话）总结 刚入游戏体验不错 后续不知道会怎么样——追加——看评论大家都在说回档问题 我目前还没有 也没有闪退但是很多次要自己退 因为卡！住！了！每次都是在战斗结束 小花花在那里转 小人在那跳八百万年了也不见战斗结算 无语——追加——体力不够 这个一定要改改 骗氪严重 希望后期能多出点良心活动
﻿手机用户46266953,1E+00,43分钟,md，打了那么久，因为你们服务器原因，给我回档到刚开始玩没多久的时候，还要让我再去打一遍？
﻿Lynsans,3E+00,,"花…花江声音出来那一刻就跑来给四星预定，人设声优好评啊，再看看后续情况吧……克鲁赛德的战斗方式？？我怕我的肝硬化…然后抽卡环境，什么？SSR上面还有UR....怎么还搞这一套啊，扣一星。抽抽抽，R R R....心累,掉率非常感人。"
﻿青春无敌,5E+00,,人物刻画的很精美，表情也很细腻，2dlive的风格也很有创意，眼前一亮的感觉，喜欢这样的养成游戏。体验了两个小时了，也没有出现像大家说的闪退现象，是不是登陆方式的原因，我是手q的，感觉挺流畅的，没有出现卡顿的现象。看到大家都在抱怨，真心感到惋惜，毕竟讲真的，无论是游戏的画面还是剧情都挺好的，而且从阿官的送ssr来看，也是给足了起步资源，这样的福利感觉已经很不错了，而且补偿也很及时，但是还是引来这么多的口水，真的有点不服气，希望大家多点包容，给游戏一点机会吧。。。。
﻿轸念,4E+00,,我……前面剧情走了三遍了，第一遍玩了前面教程我就先放着了，再下午进去就重新进去嘛，就从最开始开始了？然后玩一半还感觉奇怪呢，我就看说在维护了，我想等修好了就能回之前玩的进度了？然后游戏进进出出的又重新进了，第二遍失败，等第三遍我再进去重玩一次我的名字就被人占了……玩的进度无所谓了我也没玩多少，别在让我再重玩就行，但我喜欢的名字被占了是真真伤心……
﻿妖应封光,5E+00,,扣分点在ui和游戏模式，像很多年前的乡村土页游一样。配色饱和度低一点，画面干净一点游戏模式我就不知道怎么讲好了，害挺无聊的。不过要是说这就是个养卡游戏的话那就把奖励提高消耗体力增多，或者设置可以立刻通关已经三星的关卡。本来想扣两星但是官方不停地补偿收买了我用送的三十选一抽了一个天狗，挺可爱的(挠头)补偿的日之铃出了ur，我回来改个五星倒不是觉得游戏完美了，只是觉得官方真的很照顾玩家，有不好的地方，但是不至于5.2分这么差。看了看评价还是希望大家给官方一点时间( •́ _ •̀)
